Package Name,License,Homepage,Pypi Link,Author,Summary,Docker images
colorclass,MIT License,https://github.com/matthewdeanmartin/colorclass,https://pypi.org/project/colorclass/,Robpol86 robpol86@gmail.com,"Colorful worry-free console applications for Linux, Mac OS X, and Windows.","demisto/py3-native, demisto/pymisp2, demisto/parse-emails"
coloredlogs,MIT License,https://coloredlogs.readthedocs.io,https://pypi.org/project/coloredlogs/,Peter Odding peter@peterodding.com,Colored terminal output for Python's logging module,"demisto/dl-languages, demisto/xsoar-tools-hf, demisto/fetch-data, demisto/ml, demisto/xsoar-tools, demisto/demisto-sdk"
colorlog,MIT License,https://github.com/borntyping/python-colorlog,https://pypi.org/project/colorlog/,Sam Clements sam@borntyping.co.uk,Add colours to the output of Python's logging module.,"demisto/taxii-server, demisto/taxii"
commonmark,BSD License,https://github.com/rtfd/commonmark.py,https://pypi.org/project/commonmark/,"Bibek Kafle <bkafle662@gmail.com>, Roland Shoemaker <rolandshoemaker@gmail.com> rolandshoemaker@gmail.com",Python parser for the CommonMark Markdown spec,demisto/gdetect
compoundfiles,MIT License,https://compound-files.readthedocs.org/,https://pypi.org/project/compoundfiles/,Dave Hughes dave@waveform.org.uk,Library for parsing and reading OLE Compound Documents,demisto/sublime
compressed-rtf,,https://github.com/delimitry/compressed_rtf,https://pypi.org/project/compressed-rtf/,Dmitry Alimov,Compressed Rich Text Format (RTF) compression and decompression package,demisto/parse-emails
compressed_rtf,MIT License,https://github.com/delimitry/compressed_rtf,https://pypi.org/project/compressed-rtf/,Dmitry Alimov,Compressed Rich Text Format (RTF) compression and decompression package,"demisto/py3-native, demisto/sublime, demisto/pymisp2"
confection,MIT License,https://github.com/explosion/confection,https://pypi.org/project/confection/,Explosion contact@explosion.ai,The sweetest config system for Python,"demisto/dl-languages, demisto/ml"
configobj,BSD License,https://github.com/DiffSK/configobj,https://pypi.org/project/configobj/,"Rob Dennis, Eli Courtwright (Michael Foord & Nicola Larosa original maintainers) rdennis+configobj@gmail.com, eli@courtwright.org, fuzzyman@voidspace.co.uk, nico@tekNico.net","Config file reading, writing and validation.","demisto/dxl2, demisto/dxl"
configparser,MIT License,https://github.com/jaraco/configparser/,https://pypi.org/project/configparser/,Łukasz Langa lukasz@langa.pl,Updated configparser from Python 3.7 for Python 2.6+.,"demisto/stix, demisto/xsoar-tools-hf, demisto/trustar, demisto/lacework, demisto/xsoar-tools, demisto/demisto-sdk"
confluent-kafka,Apache Software License,https://github.com/confluentinc/confluent-kafka-python,https://pypi.org/project/confluent-kafka/,Confluent Inc support@confluent.io,Confluent's Python client for Apache Kafka,"demisto/confluent-kafka, demisto/vendors-sdk"
contextlib2,"Apache Software License, Python Software Foundation License",http://contextlib2.readthedocs.org,https://pypi.org/project/contextlib2/,Nick Coghlan ncoghlan@gmail.com,Backports and enhancements for the contextlib module,"demisto/stix, demisto/carbon-black-cloud"
contourpy,BSD License,https://github.com/contourpy/contourpy,https://pypi.org/project/contourpy/,Ian Thomas ianthomas23@gmail.com,Python library for calculating contours of 2D quadrilateral grids,"demisto/dl-languages, demisto/sane-doc-reports, demisto/ml, demisto/mlurlphishing"
coverage,Apache Software License,https://github.com/nedbat/coveragepy,https://pypi.org/project/coverage/,Ned Batchelder and 149 others ned@nedbatchelder.com,Code coverage measurement for Python,"demisto/xsoar-tools-hf, demisto/xsoar-tools, demisto/demisto-sdk"
crcmod,MIT License,http://crcmod.sourceforge.net/,https://pypi.org/project/crcmod/,Ray Buvel rlbuvel@gmail.com,CRC Generator,"demisto/gvault, demisto/google-api, demisto/ansible-runner"
cryptography,"Apache Software License, BSD License",https://github.com/pyca/cryptography,https://pypi.org/project/cryptography/,The cryptography developers cryptography-dev@python.org,cryptography is a package which provides cryptographic recipes and primitives to Python developers.,"demisto/symantec_mss, demisto/exchangelib, demisto/ews, demisto/py2-exchangelib, demisto/smime-encrypt, demisto/ssl-analyze, demisto/azure-kusto-data, demisto/oauthlib, demisto/pyjwt3, demisto/winrm, demisto/akamai, demisto/pydantic-jwt3, demisto/python_pancloud, demisto/py-ews, demisto/resilient, demisto/axonius, demisto/sharepoint, demisto/smbprotocol, demisto/py3-native, demisto/taxii-server, demisto/teams, demisto/flask-nginx, demisto/keepercommander, demisto/google-kms, demisto/ansible-runner, demisto/xsoar-tools, demisto/vmware, demisto/crypto, demisto/python_pancloud_v2, demisto/genericsql, demisto/py3ews, demisto/ntlm, demisto/xml-feed, demisto/pymisp2, demisto/keeper-ksm, demisto/netmiko, demisto/parse-emails, demisto/snowflake, demisto/oci, demisto/google-api-py3, demisto/auth-utils, demisto/panw-iot, demisto/devo, demisto/tidy, demisto/demisto-sdk"
cssselect,BSD License,https://github.com/scrapy/cssselect,https://pypi.org/project/cssselect/,Ian Bicking ianb@colorstudy.com,cssselect parses CSS3 Selectors and translates them to XPath 1.0,"demisto/pyquery, demisto/sane-doc-reports"
cx_Oracle,BSD License,https://oracle.github.io/python-cx_Oracle,https://pypi.org/project/cx-Oracle/,"""Anthony Tuininga"", ""anthony.tuininga@gmail.com"",",Python interface to Oracle,demisto/genericsql
cyberintegrations,MIT License,,https://pypi.org/project/cyberintegrations/,Cyberintegrations cyberintegrationsdev@gmail.com,Python library - modules for processing data from the TI and DRP system collected in one library. This library simplifies work with the products API and gives you the flexibility to customize the search and retrieval of data from the system.,demisto/vendors-sdk
cybox,BSD License,http://cybox.mitre.org,https://pypi.org/project/cybox/,"CybOX Project, MITRE Corporation cybox@mitre.org",A Python library for parsing and generating CybOX content.,"demisto/pytz, demisto/unrar, demisto/pdfx, demisto/7zip, demisto/openpyxl, demisto/xlrd, demisto/pysmb, demisto/stix, demisto/taxii-server"
cycler,BSD,http://github.com/matplotlib/cycler,https://pypi.org/project/Cycler/,Thomas A Caswell matplotlib-users@python.org,Composable style cycles,"demisto/dl, demisto/dl-languages, demisto/matplotlib, demisto/sane-doc-reports, demisto/ml, demisto/mlurlphishing"
cyjax-cti,MIT License,https://www.cyjax.com,https://pypi.org/project/cyjax-cti/,Cyjax Ltd. github@cyjax.com,cyjax-cti provides a Python library to use Cyjax platform API.,demisto/cyjax
cymem,MIT License,https://github.com/explosion/cymem,https://pypi.org/project/cymem/,Matthew Honnibal matt@explosion.ai,Manage calls to calloc/free through Cython,"demisto/dl, demisto/dl-languages, demisto/ml"
cymruwhois,MIT License,http://packages.python.org/cymruwhois/,https://pypi.org/project/cymruwhois/,Justin Azoff justin@bouncybouncy.net,Client for the whois.cymru.com service,"demisto/pcap, demisto/dempcap, demisto/cymruwhois, demisto/py3-native, demisto/vendors-sdk"
Cython,Apache Software License,http://cython.org/,https://pypi.org/project/Cython/,"Robert Bradshaw, Stefan Behnel, Dag Seljebotn, Greg Ewing, et al. cython-devel@python.org",The Cython compiler for writing C extensions for the Python language.,"demisto/xgboost, demisto/matplotlib"
dataclasses,Apache Software License,https://github.com/ericvsmith/dataclasses,https://pypi.org/project/dataclasses/,Eric V. Smith eric@python.org,A backport of the dataclasses module for Python 3.6,demisto/vendors-sdk
dataclasses-json,MIT License,https://github.com/lidatong/dataclasses-json,https://pypi.org/project/dataclasses-json/,Charles Li charles.dt.li@gmail.com,Easily serialize dataclasses to and from JSON.,demisto/axonius
datadog-api-client,BSD License,https://github.com/DataDog/datadog-api-client-python,https://pypi.org/project/datadog-api-client/,"Datadog, Inc. packages@datadoghq.com",Collection of all Datadog Public endpoints,demisto/datadog-api-client
datefinder,MIT License,https://github.com/akoumjian/datefinder,https://pypi.org/project/datefinder/,Alec Koumjian akoumjian@gmail.com,Extract datetime objects from strings,"demisto/opencti-v4.1.2, demisto/opencti, demisto/opencti-v4, demisto/vendors-sdk"
dateparser,BSD License,https://github.com/scrapinghub/dateparser,https://pypi.org/project/dateparser/,Scrapinghub info@scrapinghub.com,Date parsing library designed to parse dates from HTML pages,"demisto/opencti-v4.1.2, demisto/powershell-core, demisto/xgboost, demisto/ippysocks3, demisto/threatconnect-py3-sdk, demisto/fasttext, demisto/distorm3, demisto/pypdf2, demisto/pykafka, demisto/duoadmin, demisto/dxl2, demisto/smb, demisto/luminate, demisto/pytan, demisto/langdetect, demisto/python_zipfile, demisto/stomp, demisto/tld, demisto/exifread, demisto/vertica, demisto/pymongo, demisto/openssh, demisto/emoji, demisto/imap, demisto/opencti, demisto/pyjarm, demisto/paho-mqtt, demisto/asana, demisto/sendgrid, demisto/feed-parser-html, demisto/python3-arrow, demisto/dl-languages, demisto/stix, demisto/machine-learning, demisto/gvault, demisto/py2-exchangelib, demisto/xsoar-tools-hf, demisto/pymisp, demisto/threatconnect-tcex, demisto/matplotlib, demisto/aiohttp, demisto/xlrd-py3, demisto/smartsheet, demisto/twilio, demisto/tableau, demisto/solarwinds-orionsdk, demisto/tweepy, demisto/smime-encrypt, demisto/google-cloud-securitycenter, demisto/gql, demisto/archer, demisto/circleci, demisto/marketo, demisto/algorithmia, demisto/feed-parser, demisto/minio, demisto/intezer, demisto/ippysocks, demisto/dempcap, demisto/cloudshare, demisto/geopy, demisto/fetch-data, demisto/jmespath, demisto/python, demisto/bs4, demisto/boto3, demisto/pyjwt, demisto/python-deb, demisto/blueliv, demisto/google-api, demisto/nmap, demisto/hashicorp, demisto/iputils, demisto/cloaken, demisto/uptycs, demisto/ssl-analyze, demisto/cymruwhois, demisto/fp-smc, demisto/websockets, demisto/joe-security, demisto/confluent-kafka, demisto/azure-kusto-data, demisto/oauthlib, demisto/pyjwt3, demisto/stix2, demisto/winrm, demisto/akamai, demisto/zabbix, demisto/dnspython, demisto/pydantic-jwt3, demisto/duoadmin3, demisto/python_pancloud, demisto/opencti-v4, demisto/rakyll-hey, demisto/nltk, demisto/threatconnect-sdk, demisto/dxl, demisto/py-ews, demisto/docxpy, demisto/trustar, demisto/dnstwist, demisto/resilient, demisto/office-utils, demisto/zeep, demisto/pcap-http-extractor, demisto/tesseract, demisto/readpdf, demisto/m2crypto, demisto/google-cloud-translate, demisto/pcap-miner, demisto/pycef, demisto/axonius, demisto/lacework, demisto/argus-toolbelt, demisto/sharepoint, demisto/graphql, demisto/cyjax, demisto/etl2pcap, demisto/smbprotocol, demisto/ssdeep, demisto/jq, demisto/bs4-py3, demisto/python-phash, demisto/rubrik-polaris-sdk-py3, demisto/glpi, demisto/exodusintelligence, demisto/ippysocks-py3, demisto/armorblox, demisto/py3-native, demisto/datadog-api-client, demisto/stringsifter, demisto/kubernetespy, demisto/python3-9-deb, demisto/cyberchef, demisto/google-cloud-storage, demisto/python3-ubi, demisto/reversinglabs-sdk-py3, demisto/taxii-server, demisto/pysigma, demisto/splunksdk, demisto/faker3, demisto/carbon-black-cloud, demisto/polyswarm, demisto/btfl-soup, demisto/taxii, demisto/sklearn, demisto/bs4-tld, demisto/octoxlabs, demisto/teams, demisto/commvault, demisto/flask-nginx, demisto/bottle, demisto/py3-tools, demisto/fastapi, demisto/vendors-sdk, demisto/opencv, demisto/yolo-coco, demisto/unifi-video, demisto/qrcode, demisto/slack-bolt, demisto/elasticsearch, demisto/python3, demisto/keepercommander, demisto/sane-doc-reports, demisto/ml, demisto/xslxwriter, demisto/syslog, demisto/chromium, demisto/google-kms, demisto/ansible-runner, demisto/xsoar-tools, demisto/processing-image-file, demisto/sublime, demisto/vmware, demisto/ldap, demisto/pandas, demisto/pyotrs, demisto/crypto, demisto/slack, demisto/python_pancloud_v2, demisto/genericsql, demisto/py3ews, demisto/ntlm, demisto/xml-feed, demisto/pymisp2, demisto/accessdata, demisto/ibm-db2, demisto/pycountry, demisto/keeper-ksm, demisto/illumio, demisto/splunksdk-py3, demisto/sse-client, demisto/sixgill, demisto/netmiko, demisto/feed-performance-test, demisto/lxml, demisto/parse-emails, demisto/pan-os-python, demisto/opnsense, demisto/gdetect, demisto/pytmv1, demisto/python3-deb, demisto/snowflake, demisto/sane-pdf-reports, demisto/google-k8s-engine, demisto/mlurlphishing, demisto/yarapy, demisto/py42, demisto/taxii2, demisto/bigquery, demisto/py3-tools-ubi, demisto/oci, demisto/privx-api, demisto/anyrun-sdk, demisto/google-vision-api, demisto/netutils, demisto/googleapi-python3, demisto/google-api-py3, demisto/slackv3, demisto/auth-utils, demisto/boto3py3, demisto/mlclustering, demisto/panw-iot, demisto/aquatone, demisto/devo, demisto/unzip, demisto/greynoise, demisto/tidy, demisto/demisto-sdk, demisto/xpanse-ml-ev2"
DateTime,Zope Public License,https://github.com/zopefoundation/DateTime,https://pypi.org/project/DateTime/,Zope Foundation and Contributors zope-dev@zope.org,"This package provides a DateTime data type, as known from Zope. Unless you need to communicate with Zope APIs, you're probably better off using Python's built-in datetime module.","demisto/py3-native, demisto/parse-emails"
de-core-news-sm,MIT,https://explosion.ai,,Explosion AI contact@explosion.ai,"German multi-task CNN trained on the TIGER and WikiNER corpus. Assigns context-specific token vectors, POS tags, dependency parse and named entities. Supports identification of PER, LOC, ORG and MISC entities.","demisto/dl, demisto/dl-languages"
decorator,BSD License,https://github.com/micheles/decorator,https://pypi.org/project/decorator/,Michele Simionato michele.simionato@gmail.com,Decorators for Humans,"demisto/dl, demisto/xsoar-tools-hf, demisto/py-ews, demisto/resilient, demisto/xsoar-tools, demisto/demisto-sdk"
defusedxml,Python Software Foundation License,https://github.com/tiran/defusedxml,https://pypi.org/project/defusedxml/,Christian Heimes christian@python.org,XML bomb protection for Python stdlib modules,"demisto/exchangelib, demisto/servicenow, demisto/langdetect, demisto/python_zipfile, demisto/stomp, demisto/tld, demisto/exifread, demisto/vertica, demisto/pymongo, demisto/openssh, demisto/emoji, demisto/imap, demisto/opencti, demisto/pyjarm, demisto/paho-mqtt, demisto/asana, demisto/sendgrid, demisto/feed-parser-html, demisto/python3-arrow, demisto/dl-languages, demisto/py2-exchangelib, demisto/threatconnect-tcex, demisto/matplotlib, demisto/aiohttp, demisto/xlrd-py3, demisto/smartsheet, demisto/twilio, demisto/tableau, demisto/solarwinds-orionsdk, demisto/tweepy, demisto/smime-encrypt, demisto/google-cloud-securitycenter, demisto/gql, demisto/archer, demisto/circleci, demisto/marketo, demisto/algorithmia, demisto/feed-parser, demisto/minio, demisto/intezer, demisto/cloudshare, demisto/geopy, demisto/jmespath, demisto/nmap, demisto/hashicorp, demisto/iputils, demisto/cloaken, demisto/uptycs, demisto/ssl-analyze, demisto/cymruwhois, demisto/fp-smc, demisto/websockets, demisto/joe-security, demisto/confluent-kafka, demisto/azure-kusto-data, demisto/oauthlib, demisto/pyjwt3, demisto/stix2, demisto/winrm, demisto/akamai, demisto/zabbix, demisto/dnspython, demisto/pydantic-jwt3, demisto/duoadmin3, demisto/python_pancloud, demisto/opencti-v4, demisto/rakyll-hey, demisto/nltk, demisto/dxl, demisto/py-ews, demisto/docxpy, demisto/trustar, demisto/dnstwist, demisto/resilient, demisto/office-utils, demisto/zeep, demisto/pcap-http-extractor, demisto/tesseract, demisto/readpdf, demisto/m2crypto, demisto/google-cloud-translate, demisto/pcap-miner, demisto/pycef, demisto/axonius, demisto/lacework, demisto/argus-toolbelt, demisto/sharepoint, demisto/graphql, demisto/cyjax, demisto/etl2pcap, demisto/smbprotocol, demisto/ssdeep, demisto/jq, demisto/bs4-py3, demisto/python-phash, demisto/rubrik-polaris-sdk-py3, demisto/glpi, demisto/exodusintelligence, demisto/ippysocks-py3, demisto/armorblox, demisto/py3-native, demisto/datadog-api-client, demisto/stringsifter, demisto/kubernetespy, demisto/python3-9-deb, demisto/cyberchef, demisto/google-cloud-storage, demisto/python3-ubi, demisto/reversinglabs-sdk-py3, demisto/taxii-server, demisto/pysigma, demisto/faker3, demisto/carbon-black-cloud, demisto/polyswarm, demisto/btfl-soup, demisto/taxii, demisto/sklearn, demisto/bs4-tld, demisto/octoxlabs, demisto/teams, demisto/commvault, demisto/flask-nginx, demisto/bottle, demisto/py3-tools, demisto/fastapi, demisto/vendors-sdk, demisto/opencv, demisto/yolo-coco, demisto/unifi-video, demisto/qrcode, demisto/slack-bolt, demisto/elasticsearch, demisto/python3, demisto/keepercommander, demisto/sane-doc-reports, demisto/ml, demisto/xslxwriter, demisto/syslog, demisto/chromium, demisto/google-kms, demisto/ansible-runner, demisto/xsoar-tools, demisto/processing-image-file, demisto/sublime, demisto/vmware, demisto/ldap, demisto/pandas, demisto/pyotrs, demisto/crypto, demisto/slack, demisto/python_pancloud_v2, demisto/genericsql, demisto/py3ews, demisto/ntlm, demisto/xml-feed, demisto/pymisp2, demisto/accessdata, demisto/ibm-db2, demisto/pycountry, demisto/keeper-ksm, demisto/illumio, demisto/splunksdk-py3, demisto/sse-client, demisto/sixgill, demisto/netmiko, demisto/feed-performance-test, demisto/lxml, demisto/parse-emails, demisto/pan-os-python, demisto/opnsense, demisto/gdetect, demisto/pytmv1, demisto/python3-deb, demisto/snowflake, demisto/sane-pdf-reports, demisto/google-k8s-engine, demisto/mlurlphishing, demisto/yarapy, demisto/py42, demisto/taxii2, demisto/bigquery, demisto/py3-tools-ubi, demisto/oci, demisto/privx-api, demisto/anyrun-sdk, demisto/google-vision-api, demisto/netutils, demisto/googleapi-python3, demisto/google-api-py3, demisto/slackv3, demisto/auth-utils, demisto/boto3py3, demisto/mlclustering, demisto/panw-iot, demisto/aquatone, demisto/devo, demisto/unzip, demisto/greynoise, demisto/tidy, demisto/demisto-sdk, demisto/xpanse-ml-ev2"
demisto-py,Apache Software License,https://github.com/demisto/demisto-py,https://pypi.org/project/demisto-py/,,A Python library for the Demisto API,"demisto/xsoar-tools-hf, demisto/slack-bolt, demisto/xsoar-tools, demisto/demisto-sdk"
demisto-sdk,MIT License,https://github.com/demisto/demisto-sdk,https://pypi.org/project/demisto-sdk/,Demisto,A Python library for the Demisto SDK,"demisto/xsoar-tools-hf, demisto/xsoar-tools, demisto/demisto-sdk"
demisto_ml,Demisto ML,,,,,demisto/ml
Deprecated,MIT License,https://github.com/tantale/deprecated,https://pypi.org/project/Deprecated/,Laurent LAPORTE tantale.solutions@gmail.com,"Python @deprecated decorator to deprecate old python classes, functions or methods.","demisto/resilient, demisto/readpdf, demisto/py3-native, demisto/google-cloud-storage, demisto/vendors-sdk, demisto/keepercommander, demisto/ansible-runner, demisto/xsoar-tools, demisto/pymisp2, demisto/demisto-sdk"
deprecation,Apache Software License,http://deprecation.readthedocs.io/,https://pypi.org/project/deprecation/,Brian Curtin brian@python.org,A library to handle automated deprecations,"demisto/vendors-sdk, demisto/pyotrs, demisto/splunksdk-py3"
devo-sdk,MIT License,https://github.com/DevoInc/python-sdk,https://pypi.org/project/devo-sdk/,"Devo, Inc. support@devo.com",Devo Software Development Kit for Python.,demisto/devo
dict2xml,MIT License,,https://pypi.org/project/dict2xml/,Stephen Moore <stephen@delfick.com>,Small utility to convert a python dictionary into an XML string,demisto/greynoise
dictdiffer,MIT License,https://github.com/inveniosoftware/dictdiffer,https://pypi.org/project/dictdiffer/,Invenio Collaboration info@inveniosoftware.org,Dictdiffer is a library that helps you to diff and patch dictionaries.,"demisto/xsoar-tools, demisto/demisto-sdk"
dictor,MIT,https://github.com/perfecto25/dictor,https://pypi.org/project/dictor/,mike.reider mike.reider@gmail.com,an elegant dictionary and JSON handler,"demisto/xsoar-tools-hf, demisto/xsoar-tools, demisto/demisto-sdk"
dill,BSD License,https://pypi.org/project/dill,https://pypi.org/project/dill/,Mike McKerns,serialize all of python,"demisto/xgboost, demisto/dl-languages, demisto/py3-native, demisto/sklearn, demisto/ml, demisto/xsoar-tools, demisto/mlurlphishing, demisto/mlclustering, demisto/demisto-sdk, demisto/xpanse-ml-ev2"
distlib,Python Software Foundation License,https://bitbucket.org/pypa/distlib,https://pypi.org/project/distlib/,Vinay Sajip vinay_sajip@red-dove.com,Distribution utilities,"demisto/stix, demisto/xsoar-tools-hf, demisto/xsoar-tools, demisto/demisto-sdk"
distorm3,BSD License,https://github.com/gdabah/distorm/,https://pypi.org/project/distorm3/,Gil Dabah distorm@gmail.com,The goal of diStorm3 is to decode x86/AMD64 binary streams and return a structure that describes each instruction.,demisto/distorm3
distro,Apache Software License,https://github.com/python-distro/distro,https://pypi.org/project/distro/,Nir Cohen nir36g@gmail.com,Distro - an OS platform information API,demisto/ansible-runner
dnspython,ISC License,http://www.dnspython.org,https://pypi.org/project/dnspython/,Bob Halley halley@dnspython.org,DNS toolkit,"demisto/exchangelib, demisto/ews, demisto/ippysocks3, demisto/py2-exchangelib, demisto/ippysocks, demisto/dnspython, demisto/py-ews, demisto/dnstwist, demisto/ippysocks-py3, demisto/py3-native, demisto/py3-tools, demisto/keepercommander, demisto/ansible-runner, demisto/py3ews, demisto/py3-tools-ubi, demisto/netutils, demisto/panw-iot"
docker,Apache Software License,https://github.com/docker/docker-py,https://pypi.org/project/docker/,,A Python library for the Docker Engine API.,"demisto/xsoar-tools-hf, demisto/xsoar-tools, demisto/demisto-sdk"
dockerfile-parse,BSD License,https://github.com/containerbuildsystem/dockerfile-parse,https://pypi.org/project/dockerfile-parse/,Jiri Popelka jpopelka@redhat.com,Python library for Dockerfile manipulation,demisto/privx-api
docopt,MIT License,http://docopt.org,https://pypi.org/project/docopt/,Vladimir Keleshev vladimir@keleshev.com,"Pythonic argument parser, that will make you smile","demisto/stomp, demisto/xsoar-tools-hf, demisto/py3-native, demisto/py3-tools, demisto/xsoar-tools, demisto/vmware, demisto/py3-tools-ubi, demisto/demisto-sdk"
docstring_parser,MIT License,https://github.com/rr-/docstring_parser,https://pypi.org/project/docstring_parser/,Marcin Kurczewski dash@wind.garden,"Parse Python docstrings in reST, Google and Numpydoc format",demisto/google-vision-api
domaintools_api,MIT License,,https://pypi.org/project/domaintools-api/,DomainTools <integrations@domaintools.com>,DomainTools Official Python API,demisto/vendors-sdk
dpkt,BSD License,http://dpkt.googlecode.com/,https://pypi.org/project/dpkt/,Dug Song dugsong@monkey.org,"fast, simple packet creation / parsing, with definitions for the basic TCP/IP protocols","demisto/pcap, demisto/dempcap, demisto/py3-native"
duo-client,BSD License,https://github.com/duosecurity/duo_client_python,https://pypi.org/project/duo-client/,"Duo Security, Inc. support@duosecurity.com",Reference client for Duo Security APIs,"demisto/duoadmin, demisto/duoadmin3"
duo_client,BSD License,https://github.com/duosecurity/duo_client_python,https://pypi.org/project/duo-client/,"Duo Security, Inc. support@duosecurity.com",Reference client for Duo Security APIs,demisto/vendors-sdk
durationpy,MIT,https://github.com/icholy/durationpy,https://pypi.org/project/durationpy/,Ilia Choly ilia.choly@gmail.com,Module for converting between datetime.timedelta and Go's Duration strings.,demisto/kubernetespy
dxlbootstrap,Apache Software License,http://www.mcafee.com/,https://pypi.org/project/dxlbootstrap/,"McAfee, LLC",OpenDXL Bootstrap Application,"demisto/dxl2, demisto/dxl"
dxlclient,Apache Software License,http://www.mcafee.com/,https://pypi.org/project/dxlclient/,"McAfee, Inc.",McAfee Data Exchange Layer Client,"demisto/dxl2, demisto/dxl"
dxlmarclient,Apache Software License,http://www.mcafee.com/,https://pypi.org/project/dxlmarclient/,McAfee LLC,McAfee Active Response (MAR) DXL client library,"demisto/dxl2, demisto/dxl"
dxltieclient,Apache Software License,http://www.mcafee.com/,https://pypi.org/project/dxltieclient/,McAfee LLC,McAfee Threat Intelligence Exchange (TIE) DXL client library,"demisto/dxl2, demisto/dxl"
easygui,BSD License,https://github.com/robertlugg/easygui,https://pypi.org/project/easygui/,easygui developers and Stephen Ferg robert.lugg@gmail.com,"EasyGUI is a module for very simple, very easy GUI programming in Python.  EasyGUI is different from other GUI generators in that EasyGUI is NOT event-driven.  Instead, all GUI interactions are invoked by simple function calls.","demisto/py3-native, demisto/pymisp2, demisto/parse-emails"
EasyProcess,BSD License,https://github.com/ponty/easyprocess,https://pypi.org/project/EasyProcess/,ponty,Easy to use python subprocess interface.,demisto/unrar
ebcdic,BSD License,https://pypi.python.org/pypi/ebcdic,https://pypi.org/project/ebcdic/,Thomas Aglassinger roskakori@users.sourceforge.net,Additional EBCDIC codecs,demisto/pymisp2
ecdsa,MIT,http://github.com/tlsfuzzer/python-ecdsa,https://pypi.org/project/ecdsa/,Brian Warner warner@lothar.com,ECDSA cryptographic signature library (pure python),demisto/py3-tools-ubi
edgegrid-python,Apache License 2.0,https://github.com/akamai/AkamaiOPEN-edgegrid-python,https://pypi.org/project/edgegrid-python/,Jonathan Landis jlandis@akamai.com,{OPEN} client authentication protocol for python-requests,"demisto/akamai, demisto/py3-native, demisto/auth-utils"
editdistance,MIT License,https://www.github.com/aflc/editdistance,https://pypi.org/project/editdistance/,Hiroyuki Tanaka aflc0x@gmail.com,Fast implementation of the edit distance(Levenshtein distance),"demisto/exchange, demisto/machine-learning"
elastic-transport,Apache Software License,https://github.com/elastic/elastic-transport-python,https://pypi.org/project/elastic-transport/,Elastic Client Library Maintainers client-libs@elastic.co,Transport classes and utilities shared among Python Elastic client libraries,demisto/elasticsearch
elasticsearch,Apache Software License,,https://pypi.org/project/elasticsearch/,Elastic Client Library Maintainers <client-libs@elastic.co>,Python client for Elasticsearch,demisto/elasticsearch
elasticsearch-dsl,Apache Software License,https://github.com/elasticsearch/elasticsearch-dsl-py,https://pypi.org/project/elasticsearch-dsl/,Elastic Client Library Maintainers client-libs@elastic.co,Python client for Elasticsearch,demisto/elasticsearch
elasticsearch7,Apache Software License,https://github.com/elastic/elasticsearch-py,https://pypi.org/project/elasticsearch7/,"Honza Král, Nick Lang honza.kral@gmail.com, nick@nicklang.com",Python client for Elasticsearch,demisto/elasticsearch
eli5,MIT License,https://github.com/TeamHG-Memex/eli5,https://pypi.org/project/eli5/,"Mikhail Korobov, Konstantin Lopuhin kmike84@gmail.com, kostia.lopuhin@gmail.com",Debug machine learning classifiers and explain their predictions,"demisto/xgboost, demisto/dl-languages"
emoji,BSD License,https://github.com/carpedm20/emoji/,https://pypi.org/project/emoji/,"Taehoon Kim, Kevin Wurster and Tahir Jalilov carpedm20@gmail.com",Emoji for Python,"demisto/emoji, demisto/py3-native, demisto/py3-tools, demisto/py3-tools-ubi"
en-core-web-sm,MIT,https://explosion.ai,,Explosion AI contact@explosion.ai,"English multi-task CNN trained on OntoNotes. Assigns context-specific token vectors, POS tags, dependency parse and named entities.","demisto/dl, demisto/dl-languages"
en_core_web_sm,MIT,https://explosion.ai,,Explosion contact@explosion.ai,"English pipeline optimized for CPU. Components: tok2vec, tagger, parser, senter, ner, attribute_ruler, lemmatizer.",demisto/ml
enum-compat,MIT,https://github.com/jstasiak/enum-compat,https://pypi.org/project/enum-compat/,Jakub Stasiak jakub@stasiak.at,enum/enum34 compatibility package,"demisto/algorithmia, demisto/py3-native, demisto/py3-tools, demisto/py3-tools-ubi"
enum34,BSD License,https://bitbucket.org/stoneleaf/enum34,https://pypi.org/project/enum34/,Ethan Furman ethan@stoneleaf.us,"Python 3.4 Enum backported to 3.3, 3.2, 3.1, 2.7, 2.6, 2.5, and 2.4","demisto/symantec_mss, demisto/exchangelib, demisto/ews, demisto/threatconnect, demisto/py2-exchangelib, demisto/threatconnect-sdk, demisto/py-ews, demisto/py3-native, demisto/py3ews"
et-xmlfile,MIT License,https://bitbucket.org/openpyxl/et_xmlfile,https://pypi.org/project/et_xmlfile/,See ATUHORS.txt charlie.clark@clark-consulting.eu,An implementation of lxml.xmlfile for the standard library,"demisto/openpyxl, demisto/py3-native"
et_xmlfile,MIT License,https://foss.heptapod.net/openpyxl/et_xmlfile,https://pypi.org/project/et-xmlfile/,See AUTHORS.txt charlie.clark@clark-consulting.eu,An implementation of lxml.xmlfile for the standard library,demisto/office-utils
eve-client,BSD License,,https://pypi.org/project/eve-client/,DevTeam dev@exodusintel.com,EVE Client API Library from Exodus Intelligence LLC.,demisto/exodusintelligence
Events,BSD License,http://github.com/pyeve/events,https://pypi.org/project/Events/,Nicola Iarocci nicola@nicolaiarocci.com,Bringing the elegance of C# EventHandler to Python,"demisto/py3-native, demisto/py3-tools, demisto/elasticsearch"
